(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CK9W5XYR,B0D6R4PT39,Saint Francis of Assisi in Ecstasy by Caravaggio Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,3,1,0.01%,0.15%,3,1,0.01%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6R4PYTF,Church in Unterach by Gustav Klimt Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6R4PYTT,Death & Life 2 by Gustav Klimt Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6R4QN7T,Saint Catherine of Alexandria by Caravaggio Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,2,1,0.01%,0.15%,2,1,0.01%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPF5MTF,B0D6R4RQK1,The Descent from the Cross by Van Rjin Rembrandt Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZJHNG7,B0D6R4SJ45,Saint Lazare Station by Claude Monet Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6R4WWNW,Still Life Vase with Fifteen Sunflowers by Vincent Van Gogh Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6R4YLNY,Music by Gustav Klimt Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CQDRYMM1,B0D6R51FWH,Girl with a Mandolin 1910 by Pablo Picasso Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,9,0,0.04%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZJHNG7,B0D6R51FZF,Low Tide at Pourville by Claude Monet Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,4,3,0.02%,0.45%,5,3,0.02%,0.37%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F9B4RPF,B0D6R534MJ,Still Life with Apple Blossoms in a Nautilus Shell by Martin Johnson Heade Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster | 12x16 Canvas,2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CL4BNWT7,B0D6R53MS4,Lop Eared Rabbits by John Herring Sr Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPF5MTF,B0D6R56MTV,Belshazzars Feast by Van Rjin Rembrandt Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZJHNG7,B0D6R57WJ6,Sunset on The Seine in Winter by Claude Monet Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,7,1,0.03%,0.15%,7,1,0.03%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6R5LDWR,Cardsharps by Caravaggio Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZJHNG7,B0D6R5QKV1,Antibes Afternoon Effect by Claude Monet Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,6,1,0.03%,0.15%,6,1,0.02%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6R5T5VY,Christ on the Mount of Olives by Francisco Goya Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPF5MTF,B0D6R5TBBY,Landscape with a Long Arched Bridge by Van Rjin Rembrandt Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZJHNG7,B0D6R64L4S,Garden at Sainte Adresse by Claude Monet Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,6,3,0.03%,0.45%,7,4,0.03%,0.49%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK6DV8WQ,B0D6R6F6V1,Still Life with Dead Game by Willem Van Aelst Canvas Premium Giclee Art Print Unframed | Fine Artwork Painting Reproduction | Wall Art Decor Canvas Poster Gift | 12x16 Canvas,2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6Z93PTY,"Fishing Boats on The Beach by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,1,0.06%,0.15%,13,1,0.05%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6Z947XX,"David & Goliath by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",10,0,0.04%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6Z96NNQ,"Bad Night by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",57,3,0.24%,0.45%,63,4,0.23%,0.49%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6Z9GG87,"Still Life Vase with Fourteen Sunflowers by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Bedroom, Office | Image: 9x12 Not Framed",12,0,0.05%,0.00%,12,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6Z9K114,"Danae by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",24,0,0.10%,0.00%,24,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7NMWM4,B0D6Z9QLBV,"Portrait of Pope Innocent X 1650 by Diego Velazquez Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6Z9QW7C,"Lady with Fan by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",90,1,0.38%,0.15%,117,1,0.42%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6Z9SVTF,"Still Life Vase with Roses by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",12,0,0.05%,0.00%,13,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7NMWM4,B0D6Z9YKMB,"Triumph of Bacchus by Diego Velazquez Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6Z9YQ4X,"Allegory of Sculpture by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",154,0,0.65%,0.00%,178,0,0.64%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZB3VPR,"Apple Tree by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",109,3,0.46%,0.45%,123,3,0.45%,0.37%,99.12%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZB5YV4,"The Burial of Christ by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,1,0.06%,0.15%,13,1,0.05%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZB6H23,"Farm Garden with Crucifix by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",117,2,0.50%,0.30%,145,3,0.52%,0.37%,98.55%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7NMWM4,B0D6ZB6QXY,"Self Portrait by Diego Velazquez Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZB8R3W,"Still Life Pink Roses by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",14,0,0.06%,0.00%,15,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZBL4TN,"Schloss Kammer on Attersee II by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",9,0,0.04%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZBLJTV,"The Beethoven Frieze by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",9,0,0.04%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZBLQ71,"Portrait of the Duke of Wellington by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",6,0,0.03%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZBPZVZ,"The Tree of Life by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",156,2,0.66%,0.30%,187,3,0.68%,0.37%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7NMWM4,B0D6ZBQ412,"Velazquez Principe Baltasar Carlos Museo Del Prado by Diego Velazquez Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Living Room, Bedroom, Office | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZBRG8Z,"Autumn Landscape with Four Trees by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",9,1,0.04%,0.15%,9,1,0.03%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZBRH6F,"Fire at Night by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",48,1,0.20%,0.15%,60,1,0.22%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZBRKZY,"Wheatfield with Cypress Tree by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",4,1,0.02%,0.15%,4,1,0.01%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZBTNH9,"The Bedroom in Arles by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",10,0,0.04%,0.00%,10,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZBYVPS,"Musicians by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",5,1,0.02%,0.15%,5,1,0.02%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZBYVQL,"Portrait of Adele Bloch Bauer by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",17,0,0.07%,0.00%,17,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZBYX6T,"Fir Forest by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",14,0,0.06%,0.00%,15,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZC129H,"Hope II by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",23,0,0.10%,0.00%,23,0,0.08%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZC1Z3V,"The Beethoven Frieze 1 by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",8,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZC51NL,"Skull with Burning Cigarette by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",9,0,0.04%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZC5J2P,"Goldfish by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",20,0,0.08%,0.00%,21,0,0.08%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZC5P5T,"A Vase of Roses by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",31,1,0.13%,0.15%,39,1,0.14%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F9B4RPF,B0D6ZC6FN4,"Sailing by Moonlight by Martin Johnson Heade Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",1,1,0.00%,0.15%,2,2,0.01%,0.25%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F9B4RPF,B0D6ZC7KSR,"A Vase of Corn Lilies & Heliotrope by Martin Johnson Heade Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Bedroom, Office | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F9B4RPF,B0D6ZC7VL8,"Orchid with Two Hummingbirds by Martin Johnson Heade Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",2,1,0.01%,0.15%,3,1,0.01%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZC8CJ2,"Cardsharps by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",6,0,0.03%,0.00%,7,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZC9RK7,"Road with Cypresses by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,1,0.06%,0.15%,13,1,0.05%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7NMWM4,B0D6ZCFC5F,"The Forge Of Vulcan 1630 by Diego Velazquez Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZCJJVM,"A Pair of Shoes by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",19,2,0.08%,0.30%,21,2,0.08%,0.25%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZCMCR2,"Wheat Fields at Auvers by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",6,1,0.03%,0.15%,6,1,0.02%,0.12%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZCN622,"The Lute Player by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZCNBY4,"Draft of a Theater Curtain by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",26,0,0.11%,0.00%,26,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZCNV4Y,"Painted Composition Design to Medicine by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",16,0,0.07%,0.00%,16,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZCQ9NZ,"Saint Francis of Assisi in Ecstasy by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZCRYC8,"Saint Francis in Prayer by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",8,0,0.03%,0.00%,10,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZCS6T6,"Sappho by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",14,0,0.06%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZCS6TJ,"Salome with the Head of John the Baptist by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZCV6JY,"The Burial of Sardine by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",8,1,0.03%,0.15%,9,1,0.03%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZCVX96,"Vase with Red Poppies by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",103,2,0.44%,0.30%,128,2,0.46%,0.25%,99.09%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZCX86H,"The Church at Auvers by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",7,0,0.03%,0.00%,7,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZCXRML,"The Bride by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZCZ9CR,"Boy Bitten by a Lizard by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",5,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZCZF9B,"Conversion of Saint Paul by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",20,1,0.08%,0.15%,23,2,0.08%,0.25%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZD3Y3H,"Portrait of Maria Teresa De Vallabriga on Horseback by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Living Room, Bedroom, Office | Image: 9x12 Not Framed",14,1,0.06%,0.15%,18,1,0.07%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZD4Y97,"Wheat Field with Cypresses by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",63,1,0.27%,0.15%,78,1,0.28%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZD8YFB,"Portrait of Marie Breunig by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,0,0.06%,0.00%,13,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZDCRW3,"Starry Night Over the Rhone by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",11,0,0.05%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
